job_id,title,company_name_raw,company_name_clean,state_clean,state_abbr,city_raw,remote_status,employment_type,salary_min_annual,salary_max_annual,salary_source,experience_min_years,experience_source,education_level,education_source,soc_code,soc_name,soc_quality_flag,onet_code,onet_name,naics_code,naics_name,skills,posted_at,apply_url
200149,Senior Quantitative Data Analyst,Cboe Global Markets,Cboe Global Markets,Illinois,IL,Chicago,onsite,Full Time,,,missing,8,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytical Skills; Analytics; Anomaly Detection; Career Development,2026-06-04,
210660,Senior Data Engineer,Zenox Global,Zenox Global,Unknown,US-UNK,,remote,Contract,135200.0,145600.0,hourly_converted,5,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Certified Solutions Architect; AWS Glue; AWS Lambda; Amazon Athena; Amazon DynamoDB; Amazon Redshift; Amazon S3; Analytical Skills; Analytics; Apache Iceberg,2026-06-04,
72337,Gen AI/ ML Engineer,Jobs via Dice,Unknown employer (job board aggregator listing),Georgia,GA,Atlanta,hybrid,Full Time,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS SageMaker; Azure Data Lake,2026-06-04,
215251,Staff Data Engineer,JobNimbus,JobNimbus,Unknown,US-UNK,UT,unknown,Full Time,,,missing,8,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Big Data; Agentic AI; Analytics; Apache Spark; Automation; Big Data,2026-06-04,https://jobnimbus.applytojob.com/apply/lAMII79lJV/Staff-Data-Engineer
62967,Google Cloud Platform Data Architect -Chaska (MN) - Primary/ Aurora (IL) or Bradford (MA),Jobs via Dice,Unknown employer (job board aggregator listing),Illinois,IL,Aurora,hybrid,Contract,,,missing,15,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow; Apache Airflow; BigQuery; Business Requirements,2026-06-04,
204699,AWS Data Architect with Salesforce and Tableau,EROS Technologies Inc,EROS Technologies Inc,California,CA,Alameda,unknown,Contract,,,missing,15,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Glue; Amazon S3; Analytical Thinking; Analytics; Business Requirements,2026-06-04,
205968,AWS Data Architect,Newnovation Solutions,Newnovation Solutions,California,CA,Alameda,onsite,Full Time,200000.0,220000.0,annual_reported,10,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-04,
410938,Business Data Analyst I,Careers.dhl.com,DHL,Pennsylvania,PA,Mechanicsburg,unknown,,70000.0,115000.0,parsed_from_description_text,,not_found,Not specified,missing,15-2051*,Data Scientists*,ok,15-2051.01,Business Intelligence Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-04,https://careers.dhl.com/job/11036219
215547,Data Engineer,J5 Consulting,J5 Consulting,Unknown,US-UNK,VA,onsite,Full Time,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow; Analytics; Apache Iceberg; Apache Ranger; Apache Spark; Apache Superset; Automation,2026-06-04,https://j5holdingscorporation.applytojob.com/apply/yqpBWblBiy/Data-Engineer
206002,Senior AWS Data Engineer,Cognizant,Cognizant,North Carolina,NC,Charlotte,unknown,Full Time,108000.0,123000.0,annual_reported,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Kinesis; Advanced Analytics; Airflow; Amazon S3; Analytics; Artificial Intelligence; Business Decisions; Business Requirements,2026-06-04,https://careers.cognizant.com/global-en/jobs/00068389832/senior-aws-data-engineer/
205999,"Lead Data Engineer - Cloud, GCS, Data Lake (Banking – Irving, TX, Hybrid)",Motion Recruitment,Motion Recruitment,Texas,TX,Irving,hybrid,Contract,,,missing,7,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Access Controls; Analytics; Automation; Azure Data Lake; Banking; BigQuery,2026-06-04,
216577,"Senior Data Engineer, GTM",Google,Google,California,CA,Irvine,unknown,Full Time,156000.0,227000.0,annual_reported,5,parsed_from_text,Bachelor's,parsed_from_text,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AI Agents; Agility; Business Intelligence,2026-06-04,https://careers.google.com/jobs/results/138787616207053510-senior-data-engineer/
216588,Senior Data Engineer-Onsite,State Street,State Street,Massachusetts,MA,Quincy,remote,Full Time,90000.0,157500.0,annual_reported,7,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Accounting; Airflow; Apache Airflow; Automation; Azure DevOps,2026-06-04,https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Quincy-Massachusetts/Software-Engineering---Development---Asst-Vice-President-Onsite_R-768235-1
219942,Data Architect/DBA,Ninth Wave,Ninth Wave,New York,NY,New York,unknown,Full Time,,,missing,5,parsed_from_text,Not specified,missing,41-9012,Models,likely_misclassified,41-9012.00,Models,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Business Logic; Cardinality,2026-06-04,
219832,"Sr. Data Engineer, WW Standardization & Automation",Amazon,Amazon,Washington,WA,Bellevue,unknown,Full Time,,,missing,7,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Big Data; AWS Cloud Development Kit (CDK); AWS CodeDeploy; AWS CodePipeline; AWS Glue; Airflow; Amazon Redshift; Analytics; Automation; Big Data; Business Decisions; Business Intelligence,2026-06-04,
216553,Senior Data Engineer,"Maverik, Inc.","Maverik, Inc.",Utah,UT,Salt Lake City,hybrid,Full Time,108670.0,132100.0,parsed_from_description_text,7,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-04,
57405,Business Analyst Digital Asset Operations,Jobs via Dice,Unknown employer (job board aggregator listing),Ohio,OH,Westlake,unknown,Full Time,,,missing,7,parsed_from_text,Not specified,missing,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Bitcoin; Blockchain; Business Requirements,2026-06-04,
414927,Data Engineer,Talkiatry,Talkiatry,Unknown,US-UNK,,unknown,Full Time,130000.0,145000.0,annual_reported,2,parsed_from_text,Bachelor's,parsed_from_text,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow; Analytics; BigQuery,2026-06-03,https://www.welcometothejungle.com/en/companies/MxOtGM/jobs/data-engineer_us_525jpx27
414942,Staff Machine Learning Engineer (Search Ranking),Snap Inc.,Snap Inc.,Unknown,US-UNK,Palo,unknown,Full Time,229000.0,343000.0,annual_reported,8,parsed_from_text,PhD,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A/B Testing,2026-06-03,https://www.welcometothejungle.com/en/companies/ripg6A/jobs/staff-machine-learning-engineer-search-ranking_madrid_zgkiho7f
414999,Data Scientist,Parafin,Parafin,California,CA,San,unknown,Full Time,200000.0,330000.0,annual_reported,,not_found,Bachelor's,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Accountability; Business Problems; Causal Inference,2026-06-03,https://www.welcometothejungle.com/en/companies/4xlevW/jobs/data-scientist_san-francisco_7uuyi7gj
42992,Data Scientist Manager,Planet Pharma,Planet Pharma,New Jersey,NJ,Bridgewater,unknown,Contract,,,missing,,not_found,PhD,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Business Requirements,2026-06-03,
49262,"Machine Learning Engineer, TikTok Risk & Integrity - USDS",TikTok,TikTok,Washington,WA,Seattle,hybrid,,129960.0,246240.0,annual_reported,,not_found,Bachelor's,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Accruals; Adjudication; Agentic AI; Agility; Behavioral Modeling,2026-06-03,https://careers.tiktokusds.com/usds/position/7232408198401542437/detail
36554,W2- 10+ Google Cloud Platform Data Engineer,Jobs via Dice,Unknown employer (job board aggregator listing),Texas,TX,Texas City,hybrid,Full Time,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow; BigQuery,2026-06-03,
43074,Sr. Data Engineer,BioSpace,BioSpace,California,CA,Thousand Oaks,hybrid,Full Time,,,missing,2,parsed_from_text,Master's,parsed_from_text,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Career Development,2026-06-03,
26084,Principal AI/Machine Learning Engineer (AdTech),Zeta Global,Zeta Global,Unknown,US-UNK,California,unknown,Full Time,300000.0,400000.0,annual_reported,10,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AI Agents; Ad Serving; Advertising Campaigns; Algorithms; Apache Iceberg; Apache Spark; Audience Segmentation; Bidding; Big Data; Campaign Management,2026-06-03,https://job-boards.greenhouse.io/zetaglobal/jobs/5689165004
42434,Data Analyst,ThesisGrid,ThesisGrid,Unknown,US-UNK,,onsite,Full Time,70000.0,120000.0,annual_reported,2,parsed_from_text,Bachelor's,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Advanced Analytics; Analytics,2026-06-03,
49139,"Senior Machine Learning Engineer, TikTok Risk & Integrity - USDS",TikTok,TikTok,Washington,WA,Seattle,hybrid,,177688.0,341734.0,annual_reported,,not_found,Bachelor's,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Accruals; Adjudication; Agentic AI; Agility; Behavioral Modeling,2026-06-03,https://careers.tiktokusds.com/usds/position/7247891987910641978/detail
42616,Data Engineer (35187),Myticas Consulting,Myticas Consulting,Ohio,OH,Toronto,hybrid,Contract,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Glue; Airflow; Amazon Athena; Amazon Redshift; Amazon S3; Apache Airflow; Apache Kafka; Apache Spark; Banking,2026-06-03,
43136,AI Infrastructure Data Engineer || Remore role,Jobs via Dice,Unknown employer (job board aggregator listing),Minnesota,MN,Minneapolis,hybrid,Contract,,,missing,4,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AI Agents; Airflow; Amazon Neptune; Anomaly Detection; Batch Processing,2026-06-03,
32932,"Business Analyst - Jersey City, NJ / Naveen",Jobs via Dice,Unknown employer (job board aggregator listing),New Jersey,NJ,Jersey City,onsite,Full Time,,,missing,,not_found,Not specified,missing,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytical Thinking; Banking; Business Analysis,2026-06-03,
43193,Senior Data Engineer 🇺🇸,Rearc,Rearc,New York,NY,New York,hybrid,Full Time,160000.0,200000.0,parsed_from_description_text,6,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Apache Spark; BigQuery; Blogs,2026-06-03,
415280,"Data Engineer, Amazon Ads",Amazon,Amazon,New York,NY,New York,unknown,Full Time,,,missing,5,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Agentic AI; Automation,2026-06-03,https://account.amazon.jobs/jobs/10439144/apply
42558,Data Architect (Client Location),Bizmetric,Bizmetric,Texas,TX,Sugar Land,unknown,Full Time,,,missing,10,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Artificial Intelligence; Automation; Azure Data Factory,2026-06-03,
44651,Principal AI/ML Engineer (AdTech),Zeta Global,Zeta Global,Unknown,US-UNK,New York,unknown,Full Time,300000.0,400000.0,annual_reported,10,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AI Agents; Ad Serving; Advertising Campaigns; Algorithms; Apache Iceberg; Apache Spark; Audience Segmentation; Bidding; Big Data; Campaign Management,2026-06-03,https://job-boards.greenhouse.io/zetaglobal/jobs/5692538004
219270,Junior Data Analyst w/ Workday Exp....Rate-$30/hronC2C....Locals Only,Jobs via Dice,Unknown employer (job board aggregator listing),New York,NY,New York,hybrid,Temporary,,,missing,3,parsed_from_text_word_form,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Ability To Meet Deadlines,2026-06-03,
219692,Data Engineer,Safelease,Safelease,Texas,TX,Austin,unknown,Full Time,130000.0,225000.0,annual_reported,3,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Lambda; Agility; Airflow; Analytics; Aperture,2026-06-03,https://jobs.ashbyhq.com/safelease/45eb92ff-e260-4ba3-9bec-069a81c0ee85?utm_source=o8eq7jzLBV
219368,Fall Data Engineering Intern - Congressional Data,Sunwater Capital,Sunwater Capital,Maryland,MD,North Bethesda,hybrid,"Full Time, Part Time, Internship",33176.0,33176.0,hourly_converted,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Amazon Web Services; Artificial Intelligence,2026-06-03,https://jobs.lever.co/sunwatercapital/7681fd31-8d0b-405c-b0e0-7f8c1c87f3c8?lever-source=Indeed
43277,Senior Data Engineer,Bizmetric,Bizmetric,Texas,TX,Sugar Land,unknown,Full Time,,,missing,6,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Artificial Intelligence; Automation,2026-06-03,
49064,Sr Machine Learning Engineer,Optimum,Optimum,New York,NY,Long Island City,unknown,,130645.0,198273.0,annual_reported,3,parsed_from_text,Master's,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Advanced Analytics; Analytics; Applied Mathematics; Bayesian Inference; Biology; Business Decisions; Business Problems; Business Requirements,2026-06-03,https://career8.successfactors.com/career?career_job_req_id=11810&career_ns=job_listing&company=cscholding&lang=en_US&source=Indeed
63272,Senior Cloud Data Engineer : 201751,HKA Enterprises,HKA Enterprises,Ohio,OH,Columbus,hybrid,Contract,87360.0,162240.0,hourly_converted,1,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Automotive Finance,2026-06-03,
63112,Sr. Data Engineer - Cloud & AI Platform [On-Site],Regions Bank,Regions Bank,Georgia,GA,Atlanta,onsite,Full Time,,,missing,3,parsed_from_text_word_form,PhD,parsed_from_text,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Glue; Agile Software Development; Analytics; Artificial Intelligence; Automation; Banking; Big Data; BigQuery; Business Case; Business Intelligence,2026-06-03,
419402,Full Stack Data Engineer,Sosi1,Sosi1,Florida,FL,Doral,unknown,Contract,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-02,https://jobs.smartrecruiters.com/SOSi1/3743990013430656-full-stack-data-engineer-?oga=true
35717,Cloud Data Engineer,Jobs via Dice,Unknown employer (job board aggregator listing),Ohio,OH,Columbus,onsite,Contract,,,missing,5,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Agility; Analytics; Application Monitoring; Big Data,2026-06-02,
35623,Cloud Data Engineer,Rang Technologies Inc,Rang Technologies Inc,Ohio,OH,Columbus,unknown,Contract,,,missing,5,parsed_from_text,Bachelor's,parsed_from_text,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Agility; Analytics; Application Monitoring; Big Data,2026-06-02,
26036,"Data Scientist /Machine Learning /Python_Hybrid@Sunnyvale,CA",BURGEON IT SERVICES,BURGEON IT SERVICES,California,CA,Sunnyvale,hybrid,Contract,,,missing,7,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Algorithms; Azure OpenAI,2026-06-02,
33122,Senior SAP S4 Hana Business Analyst,Global Business Ser. 4u,Global Business Ser. 4u,Texas,TX,San Antonio,onsite,Contract,,,missing,,not_found,Not specified,missing,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-02,
35688,React UI Engineer - Azure / Data Engineering,Kforce Inc,Kforce Inc,Illinois,IL,Chicago,unknown,Contract,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Apache Spark; Application Deployment; Application Design,2026-06-02,
43782,Client Data Analyst,Pillsbury Winthrop Shaw Pittman,Pillsbury Winthrop Shaw Pittman,Tennessee,TN,Nashville,unknown,Full Time,110000.0,125000.0,annual_reported,3,parsed_from_text,Not specified,missing,27-2011,Actors,likely_misclassified,27-2011.00,Actors,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Business Development; Business Intelligence; Business Presentations,2026-06-02,https://pillsburylaw.wd5.myworkdayjobs.com/en-US/External/job/Nashville/Client-Data-Analyst_R003248
421644,"Data Engineer II, Prime Video Advertising",Amazon,Amazon,District of Columbia,DC,Washington,unknown,Full Time,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Access Controls; Airflow; Analytics; Apple TV; Automation; Big Data; Business Intelligence,2026-06-02,https://account.amazon.jobs/jobs/10436763/apply
422723,Risk Management - Data Scientist Lead - Vice President,Jpmc.fa.oraclecloud.com,Unknown employer (ATS-hosted posting),Texas,TX,Plano,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-02,https://jpmc.fa.oraclecloud.com/?keyword=&mode=jobs&lang=en&site_number=CX_1001#210746277
425214,Senior Data Engineer,Qodeworld,Qodeworld,Ohio,OH,Ohio,remote,Full Time,,,missing,8,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Agile Methodology; Analytics,2026-06-02,https://apply.workable.com/j/CB98496C8E/apply
35311,"Data Engineer (AWS, Snowflake, Pyspark, SQL)",Jobs via Dice,Unknown employer (job board aggregator listing),Michigan,MI,Auburn Hills,unknown,Full Time,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow; Apache Airflow; Azure Data Factory; Business Requirements,2026-06-02,
33903,Financial Business Analyst,Vidusolutions LLC,Vidusolutions LLC,Texas,TX,Irving,remote,Contract,,,missing,,not_found,Bachelor's,parsed_from_text,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytical Skills; Business Administration; Business Analysis,2026-06-02,
36467,Senior Cloud Data Engineer,HKA Enterprises,HKA Enterprises,Ohio,OH,Columbus,hybrid,Contract,,,missing,1,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Automotive Finance,2026-06-02,
34015,"Director, Business Analyst – Digital Asset Operations",Charles Schwab,Charles Schwab,Florida,FL,Orlando,hybrid,Full Time,190000.0,250000.0,annual_reported,7,parsed_from_text,Master's,parsed_from_text,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Bitcoin; Blockchain; Business Requirements,2026-06-02,
34463,"Director, Business Analyst – Digital Asset Operations",Charles Schwab,Charles Schwab,Colorado,CO,Lone Tree,hybrid,Full Time,190000.0,250000.0,annual_reported,7,parsed_from_text,Master's,parsed_from_text,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Bitcoin; Blockchain; Business Requirements,2026-06-02,
43340,Data Scientist,Booz Allen Hamilton,Booz Allen Hamilton,Virginia,VA,McLean,hybrid,"Full Time, Part Time, Contract",,,missing,5,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Algorithms; Apache Spark; Artificial Intelligence; Biometrics; Cancer,2026-06-02,
43308,AI/ML Engineering,MIT Lincoln Laboratory,MIT Lincoln Laboratory,Massachusetts,MA,Lexington,unknown,Full Time,116400.0,140000.0,parsed_from_description_text,2,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Artificial Intelligence,2026-06-02,
47874,Data Engineer,Nuvitek,Nuvitek,Unknown,US-UNK,,unknown,Full Time,115000.0,125000.0,annual_reported,4,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Archives; Automation; Business Objectives,2026-06-02,https://nuvitek.pinpointhq.com/postings/13f16cc1-27d5-411b-aa38-de375d7c451a?utm_medium=job_board&utm_source=indeed
35305,Big Data Engineer with AWS,JPS Tech Solutions,JPS Tech Solutions,New Jersey,NJ,Warren,onsite,Contract,,,missing,2,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Big Data; Apache Kafka; Big Data,2026-06-02,
42998,Full Stack Data Engineer,SOSi,SOSi,Unknown,US-UNK,FL,unknown,Contract,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-02,https://jobs.smartrecruiters.com/SOSi1/3743990013430656-full-stack-data-engineer-
426668,Satellite Communication Analytics Engineer - Senior,Lmi,Lmi,Colorado,CO,Colorado Springs,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-01,https://careers-lmi.icims.com/jobs/13869/satellite-communication-analytics-engineer-%e2%80%93-senior/job?in_iframe=1
441984,"Sr Delivery Consultant - Data Architect, AWS Professional Services",Amazon,Amazon,California,CA,Irvine,unknown,Contract,,,missing,,not_found,Not specified,missing,13-1082,Project Management Specialists,ok,13-1082.00,Project Management Specialists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Acting; Amazon Web Services; Analytics; Business Objectives; Business Strategies,2026-06-01,https://account.amazon.jobs/jobs/10435685/apply
26525,Senior Staff Machine Learning Engineer,GEICO,GEICO,Maryland,MD,Bethesda,unknown,Full Time,,,missing,8,parsed_from_text,Bachelor's,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AI Agents; AI Safety; Access Controls; Agentic AI; Analytics; Auditing; AutoGen,2026-06-01,
26282,Senior Staff Machine Learning Engineer,GEICO,GEICO,Unknown,US-UNK,,unknown,Full Time,,,missing,8,parsed_from_text,Bachelor's,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AI Agents; AI Safety; Access Controls; Agentic AI; Analytics; Auditing; AutoGen,2026-06-01,
427819,"Sr Delivery Consultant - Data Architect, AWS Professional Services",Amazon,Amazon,Massachusetts,MA,Boston,unknown,Contract,,,missing,,not_found,Not specified,missing,13-1082,Project Management Specialists,ok,13-1082.00,Project Management Specialists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Acting; Amazon Web Services; Analytics; Business Objectives; Business Strategies,2026-06-01,https://account.amazon.jobs/jobs/10435685/apply
430058,Senior Data Scientist,Careers.mastercard.com,Mastercard,Utah,UT,Salt Lake City,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Banking,2026-06-01,https://careers.mastercard.com/job/R-273343
430717,Senior Data Scientist - Marketing & Customer Analytics,Careers.pnc.com,PNC,Pennsylvania,PA,Pittsburgh,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Business Decisions,2026-06-01,https://careers.pnc.com/job/R215777
430720,Data Scientist - Corporate & Institutional Banking,Careers.pnc.com,PNC,Pennsylvania,PA,Pittsburgh,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Advanced Analytics; Analytics; Banking,2026-06-01,https://careers.pnc.com/job/R216795
